"","Country","Year","GDP per capita","Life Expectancy","Total Population","Group"
"437","Peru","1801",1204,35.7,1314151,"America"
"438","Philippines","1801",962,30.9,1894389,"East Asia & Pacific"
"439","Pitcairn","1801",NA,NA,NA,"East Asia & Pacific"
"440","Poland","1801",1217,35.9,9508747,"Europe & Central Asia"
"441","Portugal","1801",1685,35.6,3033454,"Europe & Central Asia"
"442","Puerto Rico","1801",1375,30.43,155000,"America"
"443","Qatar","1801",1101,30.8,14092,"Middle East & North Africa"
"444","Reunion","1801",NA,33,92744,"Sub-Saharan Africa"
"445","Romania","1801",816,35.7,5464085,"Europe & Central Asia"
"446","Russia","1801",1432,29.5734571976521,31088398,"Europe & Central Asia"
"447","Rwanda","1801",432,25,928368,"Sub-Saharan Africa"
"448","St. Barthélemy","1801",NA,NA,NA,NA
"449","St. Helena","1801",NA,NA,1997,NA
"450","St. Kitts and Nevis","1801",1165,NA,17202,NA
"451","St. Lucia","1801",875,28.008,24000,NA
"452","St. Martin","1801",NA,NA,NA,NA
"453","St. Vincent and the Grenadines","1801",838,25.986,25781,NA
"454","St.-Pierre-et-Miquelon","1801",NA,NA,1782,NA
"455","Samoa","1801",1400,25.4,47300,"East Asia & Pacific"
"456","San Marino","1801",1404,NA,5492,"Europe & Central Asia"
"457","Sao Tome and Principe","1801",852,31,22731,"Sub-Saharan Africa"
"458","Saudi Arabia","1801",846,32.1,2091000,"Middle East & North Africa"
"459","Senegal","1801",497,25.2,1009886,"Sub-Saharan Africa"
"460","Serbia","1801",1358,35.5,2147197,"Europe & Central Asia"
"461","Serbia and Montenegro","1801",NA,NA,NA,"Europe & Central Asia"
"462","Serbia excluding Kosovo","1801",NA,NA,NA,"Europe & Central Asia"
"463","Seychelles","1801",795,37,12522,"Sub-Saharan Africa"
"464","Sierra Leone","1801",734,25.1,794264,"Sub-Saharan Africa"
"465","Singapore","1801",1021,29.1,30000,"East Asia & Pacific"
"466","Slovak Republic","1801",1427,36.4,2140651,"Europe & Central Asia"
"467","Slovenia","1801",1409,36.6,469664,"Europe & Central Asia"
"468","Solomon Islands","1801",363,25.1,56998,"East Asia & Pacific"
"469","Somalia","1801",694,29.4,991488,"Sub-Saharan Africa"
"470","Somaliland","1801",NA,NA,NA,"Sub-Saharan Africa"
"471","South Africa","1801",1480,33.5,1440820,"Sub-Saharan Africa"
"472","South Ossetia","1801",NA,NA,NA,"Europe & Central Asia"
"473","Spain","1801",1518,29.5,11549294,"Europe & Central Asia"
"474","Sri Lanka","1801",898,32.6,1213000,"South Asia"
"475","Sudan","1801",518,31.4,3994154,"Sub-Saharan Africa"
"476","Suriname","1801",1637,32.9,80721,"America"
"477","Svalbard","1801",NA,NA,NA,"Europe & Central Asia"
"478","Swaziland","1801",490,32.3,86000,"Sub-Saharan Africa"
"479","Sweden","1801",1402,36.9,2354189,"Europe & Central Asia"
"480","Switzerland","1801",2701,38,1826051,"Europe & Central Asia"
"481","Syria","1801",1081,31.1,1337000,"Middle East & North Africa"
"482","Taiwan","1801",996,28.3,NA,"East Asia & Pacific"
"483","Tajikistan","1801",557,24.235,466629,"Europe & Central Asia"
"484","Tanzania","1801",562,32.2,3019768,"Sub-Saharan Africa"
"485","Thailand","1801",932,30.4,4665000,"East Asia & Pacific"
"486","Timor-Leste","1801",522,28.949,137262,"East Asia & Pacific"
"487","Togo","1801",683,31.3,445985,"Sub-Saharan Africa"
"488","Tokelau","1801",NA,NA,1009,"East Asia & Pacific"
"489","Tonga","1801",663,28.2,18658,"East Asia & Pacific"
"490","Transnistria","1801",NA,NA,NA,"Europe & Central Asia"
"491","Trinidad and Tobago","1801",1230,32.9,60000,"America"
"492","Tunisia","1801",716,28.8,862029,"Middle East & North Africa"
"493","Turkey","1801",1221,35,9773456,"Europe & Central Asia"
"494","Turkmenistan","1801",944,24,367215,"Europe & Central Asia"
"495","Turks and Caicos Islands","1801",487,NA,3296,"America"
"496","Tuvalu","1801",719,NA,2499,"East Asia & Pacific"
"497","Uganda","1801",464,25.3,2101397,"Sub-Saharan Africa"
"498","Ukraine","1801",764,36.6,11215490,"Europe & Central Asia"
"499","United Arab Emirates","1801",1001,30.7,40153,"Middle East & North Africa"
"500","United Kingdom","1801",3439,37.350823662041,12327466,"Europe & Central Asia"
"501","United States","1801",2168,39.41,6801854,"America"
"502","Uruguay","1801",1758,32.9,55000,"America"
"503","USSR","1801",NA,NA,NA,"Europe & Central Asia"
"504","Uzbekistan","1801",502,26.926,1919159,"Europe & Central Asia"
"505","Wallis et Futuna","1801",NA,NA,3721,"East Asia & Pacific"
"506","Vanuatu","1801",586,24.3,27791,"East Asia & Pacific"
"507","Venezuela","1801",682,32.2,718000,"America"
"508","West Bank and Gaza","1801",1221,32.1,165944,"Middle East & North Africa"
"509","West Germany","1801",NA,NA,NA,"Europe & Central Asia"
"510","Western Sahara","1801",NA,34.753,2788,"Middle East & North Africa"
"511","Vietnam","1801",861,32,6551000,"East Asia & Pacific"
"512","Virgin Islands (U.S.)","1801",NA,33.403,40000,"America"
"513","North Yemen (former)","1801",NA,NA,NA,NA
"514","South Yemen (former)","1801",NA,NA,NA,NA
"515","Yemen","1801",879,23.387,2593000,NA
"516","Yugoslavia","1801",NA,NA,NA,"Europe & Central Asia"
"517","Zambia","1801",665,32.6,747000,"Sub-Saharan Africa"
"518","Zimbabwe","1801",870,33.7,1085814,"Sub-Saharan Africa"
"519","Åland","1801",NA,NA,NA,"Europe & Central Asia"
"520","South Sudan","1801",507,26.665,1027378,"Sub-Saharan Africa"
"521","Abkhazia","1802",NA,NA,NA,"Europe & Central Asia"
"522","Afghanistan","1802",603,28.1905066666667,3280000,"South Asia"
"523","Akrotiri and Dhekelia","1802",NA,NA,NA,"Europe & Central Asia"
"524","Albania","1802",668,35.4,410445,"Europe & Central Asia"
"525","Algeria","1802",717,28.8224,2503218,"Middle East & North Africa"
"526","American Samoa","1802",NA,NA,8170,"East Asia & Pacific"
"527","Andorra","1802",1201,NA,2654,"Europe & Central Asia"
"528","Angola","1802",623,26.98,1567028,"Sub-Saharan Africa"
"529","Anguilla","1802",NA,NA,2025,"America"
"530","Antigua and Barbuda","1802",757,33.536,37000,"America"
"531","Argentina","1802",1508,33.2,534000,"America"
"532","Armenia","1802",514,33.995,413326,"Europe & Central Asia"
"533","Aruba","1802",833,34.419,19286,"America"
"534","Australia","1802",818,34.05,351014,"East Asia & Pacific"
"535","Austria","1802",1863,34.4,3205587,"Europe & Central Asia"
"536","Azerbaijan","1802",775,29.165,879960,"Europe & Central Asia"
"537","Bahamas","1802",1445,35.179,27350,"America"
"538","Bahrain","1802",1246,30.3,64474,"Middle East & North Africa"
"539","Bangladesh","1802",876,25.5,19227358,"South Asia"
"540","Barbados","1802",914,32.124,81729,"America"
"541","Belarus","1802",608,36.2,2355081,"Europe & Central Asia"
"542","Belgium","1802",2413,40.0160975609756,3138137,"Europe & Central Asia"
"543","Belize","1802",579,26.5,25526,"America"
"544","Benin","1802",597,31,636559,"Sub-Saharan Africa"
"545","Bermuda","1802",1228,NA,9692,"America"
"546","Bhutan","1802",630,28.799,89989,"South Asia"
"547","Bolivia","1802",854,33,1100000,"America"
"548","Bosnia and Herzegovina","1802",669,35.1,851806,"Europe & Central Asia"
"549","Botswana","1802",397,33.6,121000,"Sub-Saharan Africa"
"550","Brazil","1802",1109,31.9996133333333,3639636,"America"
"551","British Virgin Islands","1802",NA,NA,6700,"America"
"552","Brunei","1802",1512,29.2,2128,"East Asia & Pacific"
"553","Bulgaria","1802",1089,35.888,1992320,"Europe & Central Asia"
"554","Burkina Faso","1802",480,29.2,1665421,"Sub-Saharan Africa"
"555","Burundi","1802",419,31.5,899097,"Sub-Saharan Africa"
"556","Cambodia","1802",904,35,2090000,"East Asia & Pacific"
"557","Cameroon","1802",626,28.75,1860054,"Sub-Saharan Africa"
"558","Canada","1802",1330,39.0029935483871,645526,"America"
"559","Cape Verde","1802",529,33.8,55716,"Sub-Saharan Africa"
"560","Cayman Islands","1802",1039,NA,2439,"America"
"561","Central African Republic","1802",424,30,479444,NA
"562","Chad","1802",418,30.9,1432000,"Sub-Saharan Africa"
"563","Channel Islands","1802",NA,NA,43908,"Europe & Central Asia"
"564","Chile","1802",1027,32,771447,"America"
"565","China","1802",985,32,321675013,"East Asia & Pacific"
"566","Christmas Island","1802",NA,NA,NA,"East Asia & Pacific"
"567","Cocos Island","1802",NA,NA,NA,"East Asia & Pacific"
"568","Colombia","1802",963,32,1206000,"America"
"569","Comoros","1802",697,32.1,56346,"Sub-Saharan Africa"
"570","Congo, Dem. Rep.","1802",489,31.6,5163819,"Sub-Saharan Africa"
"571","Congo, Rep.","1802",578,32.7,314465,"Sub-Saharan Africa"
"572","Cook Is","1802",NA,NA,16136,NA
"573","Costa Rica","1802",775,30.2147,51987,"America"
"574","Cote d'Ivoire","1802",819,31.156,1088530,"Sub-Saharan Africa"
"575","Croatia","1802",NA,36.1,1227886,"Europe & Central Asia"
"576","Cuba","1802",884,32.45,345043,"America"
"577","Cyprus","1802",854,38.5002526315789,184392,"Europe & Central Asia"
"578","Czech Republic","1802",1916,34.9544,5516349,NA
"579","Czechoslovakia","1802",NA,NA,NA,"Europe & Central Asia"
"580","Denmark","1802",2020,44.3729508914885,1062514,"Europe & Central Asia"
"581","Djibouti","1802",757,29.9,22848,"Middle East & North Africa"
"582","Dominica","1802",663,NA,19950,"America"
"583","Dominican Republic","1802",667,29.9,89000,NA
"584","East Germany","1802",NA,NA,NA,"Europe & Central Asia"
"585","Ecuador","1802",529,32.9,5e+05,"America"
"586","Egypt","1802",791,33,4243515,"Middle East & North Africa"
"587","El Salvador","1802",975,28.7,248000,"America"
"588","Equatorial Guinea","1802",357,29.8,80377,"Sub-Saharan Africa"
"589","Eritrea","1802",532,30.2,205010,"Sub-Saharan Africa"
"590","Eritrea and Ethiopia","1802",NA,NA,NA,"Sub-Saharan Africa"
"591","Estonia","1802",940,35.2581777287136,334136,"Europe & Central Asia"
"592","Ethiopia","1802",523,29.7,2948990,"Sub-Saharan Africa"
"593","Faeroe Islands","1802",NA,NA,13537,"Europe & Central Asia"
"594","Falkland Is (Malvinas)","1802",NA,NA,100,NA
"595","Fiji","1802",785,26.1,130533,"East Asia & Pacific"
"596","Finland","1802",1248,39.1983277894705,977662,"Europe & Central Asia"
"597","France","1802",1810,34.3799930807273,29355111,"Europe & Central Asia"
"598","French Guiana","1802",NA,30.5,9899,"America"
"599","French Polynesia","1802",NA,25.6,62530,"East Asia & Pacific"
"600","Gabon","1802",390,30.6,158227,"Sub-Saharan Africa"
"601","Gambia","1802",814,28.8,103274,"Sub-Saharan Africa"
"602","Georgia","1802",543,31.871,1072178,"Europe & Central Asia"
"603","Germany","1802",1663,38.37,22886919,"Europe & Central Asia"
"604","Ghana","1802",697,28,2016034,"Sub-Saharan Africa"
"605","Gibraltar","1802",NA,NA,9873,"Europe & Central Asia"
"606","Greece","1802",1376,36.6,2151155,"Europe & Central Asia"
"607","Greenland","1802",393,33.8670062384294,9584,"Europe & Central Asia"
"608","Grenada","1802",959,31.4,29409,"America"
"609","Guadeloupe","1802",NA,27.655,80726,"America"
"610","Guam","1802",NA,27.5,6053,"East Asia & Pacific"
"611","Guatemala","1802",857,25.80032,458965,"America"
"612","Guernsey","1802",NA,NA,NA,"Europe & Central Asia"
"613","Guinea","1802",450,29.5206896551724,983959,"Sub-Saharan Africa"
"614","Guinea-Bissau","1802",777,32,218167,"Sub-Saharan Africa"
"615","Guyana","1802",1214,31.12,166034,"America"
"616","Haiti","1802",634,29,723000,"America"
"617","Holy See","1802",NA,NA,905,"Europe & Central Asia"
"618","Honduras","1802",675,33.9,126118,"America"
"619","Hong Kong, China","1802",1007,34.9,20000,"East Asia & Pacific"
"620","Hungary","1802",1250,36,3499771,"Europe & Central Asia"
"621","Iceland","1802",927,27.6218807423315,61428,"Europe & Central Asia"
"622","India","1802",1052,25,168574895,"South Asia"
"623","Indonesia","1802",995,30,16108545,"East Asia & Pacific"
"624","Iran","1802",977,25.6,6269721,"Middle East & North Africa"
"625","Iraq","1802",970,31.2,1076920,"Middle East & North Africa"
"626","Ireland","1802",1447,38.3,4064749,"Europe & Central Asia"
"627","Isle of Man","1802",NA,NA,23533,"Europe & Central Asia"
"628","Israel","1802",880,32,209954,"Middle East & North Africa"
"629","Italy","1802",2268,29.69,18822234,"Europe & Central Asia"
"630","Jamaica","1802",1171,34.2,401000,"America"
"631","Japan","1802",1053,36.4007950769231,30294378,"East Asia & Pacific"
"632","Jersey","1802",NA,NA,NA,"Europe & Central Asia"
"633","Jordan","1802",977,31.7,217000,"Middle East & North Africa"
"634","Kazakhstan","1802",1142,26.2,2041282,"Europe & Central Asia"
"635","Kenya","1802",859,25.5,2574000,"Sub-Saharan Africa"
"636","Kiribati","1802",552,24.9,17876,"East Asia & Pacific"
"637","North Korea","1802",578,26,4345000,NA
"638","South Korea","1802",575,25.8,9395000,NA
"639","United Korea (former)
","1802",NA,NA,NA,NA
"640","Kosovo","1802",NA,NA,NA,"Europe & Central Asia"
"641","Kuwait","1802",1105,26,81280,"Middle East & North Africa"
"642","Kyrgyz Republic","1802",508,23.941,530343,NA
"643","Lao","1802",865,31.9,470000,NA
"644","Latvia","1802",753,33,590588,"Europe & Central Asia"
"645","Lebanon","1802",1083,29.7,332000,"Middle East & North Africa"
"646","Lesotho","1802",394,32.8,276361,"Sub-Saharan Africa"
"647","Liberia","1802",797,31.1,313543,"Sub-Saharan Africa"
"648","Libya","1802",1050,33.1,531472,"Middle East & North Africa"
"649","Liechtenstein","1802",NA,NA,5802,"Europe & Central Asia"
"650","Lithuania","1802",1273,28.9,778655,"Europe & Central Asia"
"651","Luxembourg","1802",1453,36.9,127030,"Europe & Central Asia"
"652","Macao, China","1802",993,34.7,17311,"East Asia & Pacific"
"653","Macedonia, FYR","1802",690,36.1,391865,"Europe & Central Asia"
"654","Madagascar","1802",573,30.5,1543133,"Sub-Saharan Africa"
"655","Malawi","1802",350,30.3,737000,"Sub-Saharan Africa"
"656","Malaysia","1802",998,30.6,287000,"East Asia & Pacific"
"657","Maldives","1802",843,32.647,42378,"South Asia"
"658","Mali","1802",603,26.408,1403398,"Sub-Saharan Africa"
"659","Malta","1802",782,28.7,134072,"Europe & Central Asia"
"660","Marshall Islands","1802",540,NA,5828,"East Asia & Pacific"
"661","Martinique","1802",NA,30.153,84039,"America"
"662","Mauritania","1802",528,32,382696,"Sub-Saharan Africa"
"663","Mauritius","1802",940,28.7,62865,"Sub-Saharan Africa"
"664","Mayotte","1802",NA,32.5,8219,"Sub-Saharan Africa"
"665","Mexico","1802",1379,26.9,6181708,"America"
"666","Micronesia, Fed. Sts.","1802",518,26.7,16416,"East Asia & Pacific"
"667","Moldova","1802",621,33.145,712558,"Europe & Central Asia"
"668","Monaco","1802",1953,NA,7789,"Europe & Central Asia"
"669","Mongolia","1802",592,31.8,619000,"East Asia & Pacific"
"670","Montenegro","1802",1058,35.4,126582,"Europe & Central Asia"
"671","Montserrat","1802",NA,NA,5230,"America"
"672","Morocco","1802",715,33.1,2503218,"Middle East & North Africa"
"673","Mozambique","1802",391,30.2779733333333,1982324,"Sub-Saharan Africa"
"674","Myanmar","1802",840,30.8,3506000,"East Asia & Pacific"
"675","Namibia","1802",540,32.4,229000,"Sub-Saharan Africa"
"676","Nauru","1802",554,NA,1834,"East Asia & Pacific"
"677","Nepal","1802",654,32.8,3881000,"South Asia"
"678","Netherlands","1802",4391,39.86,2254522,"Europe & Central Asia"
"679","Netherlands Antilles","1802",NA,34.408,NA,"America"
"680","New Caledonia","1802",NA,26,29432,"East Asia & Pacific"
"681","New Zealand","1802",659,34.05,1e+05,"East Asia & Pacific"
"682","Ngorno-Karabakh","1802",NA,NA,NA,"Europe & Central Asia"
"683","Nicaragua","1802",973,25.4,219387,"America"
"684","Niger","1802",446,30.8,1244861,"Sub-Saharan Africa"
"685","Nigeria","1802",854,30.4,12100855,"Sub-Saharan Africa"
"686","Niue","1802",NA,NA,4538,"East Asia & Pacific"
"687","Norfolk Island","1802",NA,NA,NA,"East Asia & Pacific"
"688","Northern Cyprus","1802",NA,NA,NA,"Europe & Central Asia"
"689","Northern Mariana Islands","1802",NA,NA,3360,"East Asia & Pacific"
"690","Norway","1802",1282,38.370401710943,868570,"Europe & Central Asia"
"691","Oman","1802",916,32.3,318000,"Middle East & North Africa"
"692","Pakistan","1802",1021,25.8,13123633,"South Asia"
"693","Palau","1802",839,NA,3875,"East Asia & Pacific"
"694","Panama","1802",847,32.9,78842,"America"
"695","Papua New Guinea","1802",546,31.5,754894,"East Asia & Pacific"
"696","Paraguay","1802",835,35.5,143000,"America"
"697","Peru","1802",1204,35.7,1314151,"America"
"698","Philippines","1802",962,30.9,1894389,"East Asia & Pacific"
"699","Pitcairn","1802",NA,NA,NA,"East Asia & Pacific"
"700","Poland","1802",1222,35.9,9508747,"Europe & Central Asia"
"701","Portugal","1802",1685,35.6,3033454,"Europe & Central Asia"
"702","Puerto Rico","1802",1376,30.43,155000,"America"
"703","Qatar","1802",1105,30.8,14092,"Middle East & North Africa"
"704","Reunion","1802",NA,33,92744,"Sub-Saharan Africa"
"705","Romania","1802",816,35.7,5464085,"Europe & Central Asia"
"706","Russia","1802",1433,29.5734571976521,31088398,"Europe & Central Asia"
"707","Rwanda","1802",432,25,928368,"Sub-Saharan Africa"
"708","St. Barthélemy","1802",NA,NA,NA,NA
"709","St. Helena","1802",NA,NA,1997,NA
"710","St. Kitts and Nevis","1802",1165,NA,17202,NA
"711","St. Lucia","1802",875,28.008,24000,NA
"712","St. Martin","1802",NA,NA,NA,NA
"713","St. Vincent and the Grenadines","1802",838,25.986,25781,NA
"714","St.-Pierre-et-Miquelon","1802",NA,NA,1782,NA
"715","Samoa","1802",1401,25.4,47300,"East Asia & Pacific"
"716","San Marino","1802",1406,NA,5492,"Europe & Central Asia"
"717","Sao Tome and Principe","1802",853,31,22731,"Sub-Saharan Africa"
"718","Saudi Arabia","1802",847,32.1,2091000,"Middle East & North Africa"
"719","Senegal","1802",497,25.2,1009886,"Sub-Saharan Africa"
"720","Serbia","1802",1358,35.5,2147197,"Europe & Central Asia"
"721","Serbia and Montenegro","1802",NA,NA,NA,"Europe & Central Asia"
"722","Serbia excluding Kosovo","1802",NA,NA,NA,"Europe & Central Asia"
"723","Seychelles","1802",798,37,12522,"Sub-Saharan Africa"
"724","Sierra Leone","1802",734,25.1,794264,"Sub-Saharan Africa"
"725","Singapore","1802",1022,29.1,30000,"East Asia & Pacific"
"726","Slovak Republic","1802",1427,36.4,2140651,"Europe & Central Asia"
"727","Slovenia","1802",1409,36.6,469664,"Europe & Central Asia"
"728","Solomon Islands","1802",363,25.1,56998,"East Asia & Pacific"
"729","Somalia","1802",695,29.4,991488,"Sub-Saharan Africa"
"730","Somaliland","1802",NA,NA,NA,"Sub-Saharan Africa"
"731","South Africa","1802",1480,33.5,1440820,"Sub-Saharan Africa"
"732","South Ossetia","1802",NA,NA,NA,"Europe & Central Asia"
"733","Spain","1802",1518,29.5,11549294,"Europe & Central Asia"
"734","Sri Lanka","1802",898,32.6,1213000,"South Asia"
"735","Sudan","1802",518,31.4,3994154,"Sub-Saharan Africa"
"736","Suriname","1802",1637,32.9,80721,"America"
"737","Svalbard","1802",NA,NA,NA,"Europe & Central Asia"
"738","Swaziland","1802",490,32.3,86000,"Sub-Saharan Africa"
"739","Sweden","1802",1467,40.2,2354189,"Europe & Central Asia"
"740","Switzerland","1802",2702,38,1826051,"Europe & Central Asia"
"741","Syria","1802",1081,31.1,1337000,"Middle East & North Africa"
"742","Taiwan","1802",996,28.3,NA,"East Asia & Pacific"
"743","Tajikistan","1802",557,24.235,466629,"Europe & Central Asia"
"744","Tanzania","1802",562,32.2,3019768,"Sub-Saharan Africa"
"745","Thailand","1802",932,30.4,4665000,"East Asia & Pacific"
